,	O
aber	O
misslungene	O
Meistersinger	O
``	O
durch	O
die	O
neuen	O
Kanäle	O
geschickt	O
werden	O
,	O
kann	O
man	O
künstlerisch	O
beklagen	O
;	O
medial-betriebswirtschaftlich	O
spielt	O
das	O
keine	O
Rolle	O
:	O
Das	O
neue	O
Bayreuth	O
ist	O
Pop	O
,	O
und	O
Katharina	PERSON
ist	O
seine	O
Prinzessin	O
.	O
Als	O
Stil-Ikone	O
ist	O
sie	O
am	O
Ende	O
hundertfach	O
im	O
Chor	O
gedoubelt	O
,	O
womöglich	O
eine	O
Ironie	O
.	O
Denkt	O
auch	O
an	O
die	O
Verwertungskette	O
:	O
Public	O
Viewing-Premiere	O
in	O
Bayreuth	LOCATION
Denkt	O
auch	O
an	O
die	O
Verwertungskette	O
:	O
Public	O
Viewing-Premiere	O
in	O
Bayreuth	LOCATION
Was	O
aber	O
will	O
es	O
uns	O
sagen	O
,	O
wenn	O
der	O
faschistoide	O
Spuk	O
der	O
Festwiese	O
aus	O
der	O
gleichsam	O
anachronistischen	O
Mutation	O
des	O
68er-Sachs	O
gedeutet	O
wird	O
?	O
Kurzschlüssig	O
wäre	O
,	O
das	O
bloße	O
Herzeigen	O
von	O
Nazisymbolik	O
bereits	O
als	O
Aufarbeitung	O
``	O
zu	O
verstehen	O
:	O
Die	O
Verirrungen	O
der	O
Linken	O
``	O
waren	O
für	O
die	O
Bayreuther	O
Firmengeschichte	O
wohl	O
nicht	O
das	O
Problem	O
.	O
Dass	O
dennoch	O
,	O
im	O
Vorgriff	O
auf	O
die	O
erwarteten	O
Negativreaktionen	O
,	O
ein	O
Produktionsteam	O
auf	O
der	O
Bühne	O
mit	O
allerhand	O
Gerümpel	O
in	O
einer	O
Blechkiste	O
verbrannt	O
wird	O
,	O
woran	O
sich	O
dann	O
Sachs	PERSON
und	O
Co	O
,	O
riefenstahlartig	O
von	O
unten	O
beleuchtet	O
,	O
die	O
Hände	O
wärmen	O
,	O
ist	O
das	O
Gegenteil	O
selbstkritischer	O
Reflexion	O
der	O
bösen	O
braunen	O
Vergangenheit	O
.	O
Man	O
kann	O
,	O
man	O
darf	O
das	O
einfach	O
auch	O
geschmacklos	O
finden	O
.	O
Es	O
wird	O
viel	O
geputzt	O
in	O
den	O
neuen	O
Bayreuther	O
Meistersingern	O
``	O
,	O
das	O
große	O
Reinemachen	O
hat	O
eben	O
erst	O
angefangen	O
.	O
